FLT_ARL_IATA,FLT_ROUTE,FLT_DATE,FLT_AIRCRAFT
IH,St.Petersburg to Moscow,August 2018,A320
IH,St Petersburg to London Gatwick,June 2018,A319
IH,Moscow (VKO) to Prague,January 2018,Boeing 737-800
IH,Simferopol to Moscow,July 2017,Boeing 747-400
IH,Moscow to Petropavlovsk,June 2017,Boeing 777-300
IH,Moscow to Saint Petersburg,February 2017,A319
IH,TLV to SVX via LED,January 2016,A319
SE,Doha to Casablanca,July 2023,Boeing 787-9
SE,Abidjan to Casablanca,June 2023,NONE
SE,Bordeaux to New York via Casablanca,June 2023,NONE
SE,Praia to London via Casablanca,June 2023,NONE
SE,Washington to Milan via Casablanca,May 2023,Boeing 787
SE,Doha to Casablanca,May 2023,NONE
SE,Miami to Barcelona via Casablanca,May 2023,Boeing 787-9
SE,Dubai to Lisbon via Casablanca,March 2023,NONE
SE,London to Casabanca,August 2022,NONE
SE,Montreal to Turkey,January 2023,NONE
SE,Accra to London via Casablanca,March 2023,NONE
SE,Madrid to Casablanca,February 2023,Boeing 737 Max
SE,Bangui to Washington,May 2022,NONE
SE,Montreal to Accra via Casablanca,December 2022,NONE
SE,Miami to Casablanca,December 2022,NONE
SE,Marrakech to Fes,January 2023,NONE
SE,New York JFK to Casablanca,December 2022,NONE
SE,Heathrow to Freetown via Casablanca,December 2022,NONE
SE,Doha to Casablanca,December 2022,NONE
SE,Casablanca to Doha,November 2022,NONE
SE,Dubai to Casablanca,November 2022,NONE
SE,Casablanca to Paris,October 2022,Boeing 737-800
SE,Tangiers to Casablanca,October 2022,Boeing 737
SE,Istanbul to Casablanca,July 2022,NONE
SE,Casablanca to Dubai,August 2022,NONE
SE,Dubai to Casablanca,June 2022,NONE
SE,London to Lagos via Casablanca,August 2022,NONE
SE,Rome to New York via Casablanca,July 2022,NONE
SE,New York JFK to Casablanca via Cairo,May 2022,NONE
SE,New York to Casablanca,April 2022,Boeing 787-9
SE,Amsterdam to Freetown via Casblanca,December 2021,NONE
SE,Marrakech to Toulouse,April 2022,NONE
SE,Barcelona to Casablanca via New York JFK,November 2021,NONE
SE,Madrid to Casablanca,September 2021,Boeing 737-800
SE,Agadir to Istanbul via Casablanca,July 2021,Boeing 737-800
SE,New York to Casablanca,June 2021,NONE
SE,Newark Airport to Casablanca,June 2020,Boeing 787-9 Dreamliner
SE,London to Freetown via Casablanca,October 2020,NONE
SE,New York to Geneva,March 2020,NONE
SE,Porto to Casablanca,June 2020,NONE
SE,Canada to Dakar via Cassablanca,November 2019,NONE
SE,Casablanca to Athens,March 2020,NONE
SE,London to Banjul via Casablanca,February 2020,Boeing 737-800
SE,Paris to Casablanca,February 2020,Boeing 737-800
SE,New York to Lisbon via Casablanca,January 2020,Boeing 787 / 737
SE,Bologna to Casablanca,September 2019,Boeing 737-800
SE,Casablanca to Lisbon,June 2019,NONE
SE,Marrakech  to Casablanca,August 2019,ATR72
SE,New York to Dakar via Casablanca,September 2019,Boeing 787-9
SE,Marrakesh to London via Casablanca,September 2019,NONE
SE,Manchester to Banjul via Casablanca,September 2019,NONE
SE,Istanbul to Casablanca,September 2019,Boeing 787-9
SE,Marrakesh to Porto via Casablanca,September 2019,NONE
SE,New York to Lisbon via Casablanca,September 2019,NONE
SE,Montreal to Beirut via Casablanca,August 2019,Boeing 787-8  / 737NG
SE,Casablanca to New York,August 2019,NONE
SE,London to Bamako via Casablanca,July 2019,Boeing 737
SE,Algiers to Casablanca,July 2019,NONE
SE,Paris to Casablanca,July 2019,Boeing 787-8
SE,Casablana to Washington,July 2019,Boeing 787
SE,Washington to Malaga via Casablanca,July 2019,Boeing 787
SE,Washington to Casablanca,June 2019,NONE
SE,São Paulo to Madrid via Casablanca,May 2019,NONE
SE,Washington to Rome via Casablanca,May 2019,Boeing 787/ 737-800
SE,Tangier to Amsterdam via Casablanca,August 2018,Boeing 737-800
SE,Sao Paulo to Casablanca,April 2019,Boeing 787
SE,Lagos to New York via Casablanca,April 2019,NONE
SE,Casablanca to Washington,April 2019,NONE
SE,London to Casablanca,March 2019,Boeing 737-800
SE,Montreal to Oujda,March 2019,Boeing 787
SE,Porto to Montréal via Casablanca,August 2018,NONE
SE,Casablanca to Paris Orly,February 2019,NONE
SE,Cairo to Berlin via Casablanca,February 2019,NONE
SE,Doha to Casablanca,October 2018,Boeing 787-8
SE,Dakar to Casablanca,January 2019,Boeing 737-800
SE,New York to London via Casablanca,January 2019,Boeing 787-9
SE,Dakar to Montréal via Casablanca,December 2018,NONE
SE,Marrakech to Doha via Casablanca,November 2018,Boeing 737-800 / 787-8
SE,Madrid to Casablanca,November 2018,Boeing 737-800
SE,Casablanca to Barcelona,November 2018,Boeing 737-800
SE,Casablanca to Nouakchott,November 2018,NONE
SE,Montreal to Casablanca,April 2017,NONE
SE,Casablanca to New York,November 2018,Boeing 767
SE,Casablanca to New York,September 2018,NONE
SE,Casablanca to Gran canaria,September 2018,NONE
SE,Luanda to Monrovia via Casablanca,September 2018,NONE
SE,Casablanca to Nairobi,September 2018,NONE
SE,Casablanca to Milan,September 2018,Boeing 737-800
SE,Dakar to Casablanca,September 2018,Boeing 737-800
SE,Rabat to London,March 2018,Boeing 737-800
SE,Casablanca to Istanbul,August 2018,NONE
SE,Manchester to Accra via Casablanca,August 2018,NONE
SE,Stockholm to Marrakech via Casablanca,October 2017,NONE
SE,Milan to Accra via Casablanca,July 2018,Boeing 737
SE,Casablanca to Amsterdam,July 2018,NONE
SE,Marrakech to Gatwick via Casablanca,May 2018,NONE
SE,Paris to Rabat ,June 2018,Boeing 737-800
SE,Casablanca to Paris,June 2018,Boeing 737-800
SE,Istanbul to Casablanca,May 2018,Boeing 737-800
SE,Cairo to Casablanca,March 2018,NONE
VE,Melbourne to London via Brunei,June 2023,Boeing 787-8 Dreamliner
VE,Dubai to London Heathrow,June 2023,Boeing 787-8 Dreamliner
VE,Brunei to Dubai,June 2023,Boeing 787-8 
VE,Kuching to Bandar Seri Begawan,June 2023,A320neo
VE,London Heathrow to Dubai,June 2023,Boeing 787-8
VE,Dubai to Bandar Seri Begawan,June 2023,Boeing 787-8 Dreamliner
VE,London Heathrow to Singapore via Brunei,January 2023,Boeing 787 / A320
VE,London to Melbourne via Dubai,January 2023,Dreamliner
VE,Melbourne to London via Brunei,August 2022,NONE
VE,Bandar seri Begawan to Kuala Lumpur,March 2020,A320Neo
VE,Melbourne to Kota Kinabalu via Brunei,December 2019,NONE
VE,Jeddah to Denpasar via bandar Seri Begawan,February 2020,Boeing 787
VE,London to Melbourne via Brunei,December 2019,NONE
VE,Melbourne to Bangkok via Brunei,December 2019,Boeing 787
VE,Melbourne to London via Brunei,January 2020,NONE
VE,Melbourne to London via Brunei,September 2019,Boeing 787
VE,Brunei to Tokyo,December 2019,A320Neo
VE,Dubai to Melbourne via Brunei,December 2019,NONE
VE,Brisbane to London via Brunei,November 2019,NONE
VE,London to Melbourne via Brunei,October 2019,Boeing 787
VE,Melbourne to London via Bandar Seri Begawan,October 2019,Boeing 787 
VE,Dubai to Manila via Brunei,September 2019,A330 / A320neo
VE,Bandar Seri Begawan to Kuala Lumpur,August 2019,A320
VE,Brunei to Kuala Lumpur,August 2019,A320Neo
VE,Surabaya to Bangkok via Bandar Seri Begawan,June 2019,A320
VE,Melbourne to Bangkok via Brunei,December 2018,NONE
VE,London to Melbourne via Brunei,April 2019,NONE
VE,Manila to London via Brunei,February 2019,NONE
VE,Melbourne to London,November 2018,A320 / Boeing 787
VE,Brunei to Taipei,December 2018,A320N
VE,London to Melbourne via Brunei,December 2018,Boeing 787
VE,London to Manila via Brunei,November 2018,NONE
VE,Brunei to Singapore,November 2018,A320N
VE,London to Melbourne via Brunei,November 2018,NONE
VE,Melbourne to London via Brunei / Dubai,September 2018,Boeing 787
VE,SIN to BWN,February 2018,A320
VE,Dubai to Melbourne via Bandar,December 2017,Boeing 787
VE,Melbourne to Hong Kong via Bandar,May 2018,Boeing 787 / A320
VE,London to Dubai,March 2018,NONE
VE,Bangkok to Melbourne via Brunei,March 2018,A320/B788
VE,Melbourne to Ho Chi Minh via BWN,January 2018,Boeing 787
VE,London to Bandar seri Begawan via Dubai,February 2018,NONE
VE,Bangkok to Melbourne via Bandar Seri Bagawan,January 2018,NONE
VE,Melbourne to Ho Chi Minh cCty via BandarSeri Bagawan,December 2017,NONE
VE,Melbourne to London via Dubai,January 2018,NONE
VE,Jakarta to Bandar seri Begawan,November 2017,A320-200
VE,Melbourne to Bangkok via Brunei,July 2017,Boeing 787 / A320
VE,Melbourne to Dubai,July 2017,NONE
VE,Melbourne to Heathrow via Brunei,May 2017,NONE
VE,Brunei to Manila,June 2017,A320
VE,Dubai to London,March 2017,NONE
VE,LHR to MEL via DXB / BWN,February 2017,Boeing 787
VE,LHR to DPS via DXB / BWN,January 2017,Boeing 787
VE,SUB to BKK via BWN,January 2017,A320
VE,BWN to LHR via DXB,December 2016,Boeing 787
VE,MEL to HKG via BWN,May 2016,Boeing 787 / A320
VE,MEL to HKG via BWN,November 2016,NONE
VE,MEL to LHR via BWN / DXB,December 2016,Boeing 787
VE,LHR to DPS via DXB/BWN,September 2016,Boeing 787
VE,BGW to KUL,February 2016,A320
VE,DXB to LHR,September 2016,Boeing 787
VE,BKK to MEL via BWN,August 2016,"A320, Boeing 777"
VE,LHR to BKI via DXB / BWN,July 2016,NONE
VE,MEL to LHR via DXB and BWN,July 2016,Boeing 787 Dreamliner
VE,DXB to DPS via BWN,May 2016,Boeing787 / A320
VE,MEL to BKI via BWN,April 2016,Boeing 787
VE,MEL to LHR via BWN and DXB,May 2016,Boeing 787
VE,MEL to LHR via BWN / DXB,April 2016,Boeing 787
VE,BKK to MEL via BWN,April 2016,Not Applicable
VE,SIN to BKI via BWN,February 2016,A320
VE,LHR to BWN via DXB,March 2016,787
VE,LHR to DXB,January 2016,Boeing 787
VE,MEL to LHR via BWN / DXB,September 2015,Boeing 787
VE,MEL to LHR via BWN / DXB,December 2015,Boeing 787
VE,MEL to LHR via Brunei/Dubai,May 2015,Boeing 787
VE,London to Melbourne,March 2015,Boeing 787 Dreamliner
VE,MEL to LHR,September 2015,Boeing 787
VE,MEL to LHR via BWN & DXB,November 2015,Boeing 787
VE,Bangkok to Melbourne via BWN,October 2015,A320 / Boeing 787
VE,MEL to LHR via BWN / DXB,May 2015,Boeing 787
VE,MEL to LHR via BWN & DXB,April 2015,Boeing 787
VE,Melbourne to London,September 2015,Boeing 787
VE,Melbourne to Bangkok via BWN,August 2015,Boeing 787 / A320
VE,London to Dubai,September 2015,Boeing 787-8
VE,Dubai to London,September 2015,dreamliner
VE,London to Melbourne via Brunei,August 2015,Boeing 787 Dreamliner
VE,Melbourne to London via Dubai,August 2015,Boeing 787
VE,London Heathrow to Melbourne Tullamarine via Dubai and Brunei,January 2015,Boeing 787 Dreamliner 
VE,LHR to MEL via Brunei,June 2015,Boeing 787
VE,LHR-DXB ,October 2014,NONE
VE,Melbourne to Bangkok via Brunei,June 2015,787
GC,Dubai to Amman,July 2023,A320-200
GC,Tel Aviv to Frankfurt via Amman,March 2023,NONE
GC,Detroit to Amman,June 2023,NONE
GC,Bangkok to Amman,May 2023,NONE
GC,London to Jeddah via Amman,February 2023,NONE
GC,Jeddah to Amman,April 2023,NONE
GC,Beirut to Dubai via Amman,April 2023,NONE
GC,Tel Aviv to San Francisco via Amman / New York,July 2022,NONE
GC,London to Bangkok via Amman,March 2023,Boeing 787-8
GC,Erbil to Amman,March 2023,A319 / A320
GC,Detroit to Jeddah via Amman,March 2023,NONE
GC,Chicago to Cairo via Amman,March 2023,NONE
GC,Jeddah to Chicago via Amman,March 2023,NONE
GC,Dubai to Rome via Amman,May 2022,NONE
GC,Jeddah to Detroit via Amman,December 2022,NONE
GC,Detroit to Beirut via Amman,November 2022,Boeing 787
GC,Chicago to Jeddah via Amman,December 2021,NONE
GC,Atlanta to Paris via Amman,October 2022,Boeing 787
GC,Rome to Bangkok via Amman,October 2022,A320
GC,Cairo to Kuwait via Amman,October 2022,NONE
GC,London to Amman,September 2022,Boeing 787
GC,Rome to Riyadh via Amman,June 2022,NONE
GC,Amman to Chicago,August 2022,Boeing 787
GC,Sharm Elsheikh to Dubai via Amman,August 2022,NONE
GC,Amman to Los Angeles,August 2022,NONE
GC,Jeddah to Istanbul via Amman,February 2022,NONE
GC,Amman to Chicago,July 2022,NONE
GC,Dubai to Larnaca via Amman,August 2022,NONE
GC,Detroit to Beirut via Amman,July 2022,NONE
GC,Amman to Dammam,July 2022,NONE
GC,London to Kuwait via Amman,July 2022,Boeing 787 / A321
GC,Dubai to Amman,July 2022,NONE
GC,Istanbul to Amman,July 2022,NONE
GC,Detroit to Amman,July 2022,NONE
GC,Amman to Cairo,June 2022,NONE
GC,Baghdad to Amman,July 2022,NONE
GC,Chicago to Amman,May 2022,NONE
GC,Dubai to Istanbul via Amman,May 2022,Boeing 787
GC,Amman to Cairo,May 2022,NONE
GC,Chicago to Amman,April 2022,NONE
GC,Tel Aviv to Cairo via Amman,April 2022,NONE
GC,Abu Dhabi to Frankfurt via Amman,December 2021,NONE
GC,Amman to Doha,March 2022,NONE
GC,Amman to Dubai,March 2022,NONE
GC,New York to Beirut via Amman,March 2022,NONE
GC,Baghdad to Detoit via Amman,February 2022,NONE
GC,Amman to London,February 2022,NONE
GC,Chicago to Amman via Dubai,January 2022,NONE
GC,Berlin to Amman,March 2021,NONE
GC,Riyadh to Amman ,January 2022,NONE
GC,Detroit to Amman,January 2022,NONE
GC,London to Doha via Amman,January 2021,Boeing 787-8 / A320
GC,Montreal to Cairo via Amman,January 2022,Boeing 787-8
GC,Chicago to Abu Dhabi via Amman,December 2021,NONE
GC,Dubai to Chicago via Dubai,January 2022,NONE
GC,Sydney to Cairo,July 2021,NONE
GC,Cairo to Doha via Amman,December 2021,NONE
GC,Chicago to Jordan via Cairo,November 2021,NONE
GC,Chicago to Dubai via Amman ,December 2021,NONE
GC,London Heathrow to Bangkok via Amman,December 2021,NONE
GC,Amman to London,August 2021,Boeing 787
GC,Istanbul to Dubai via Amman,October 2021,NONE
GC,Istanbul to Dubai,October 2021,NONE
GC,Detroit to dubai via Amman,October 2021,Boeing 787
GC,London to Erbil via Amman,August 2021,NONE
GC,Amman to Istanbul,August 2021,A319
GC,Amman to Sharm El Sheikh,July 2021,NONE
GC,Paris to Amman,June 2021,A320
GC,Paris to Lebanon via Amman,June 2021,NONE
GC,Istanbul to Amman,September 2020,Boeing 787
GC,Jeddah to Chicago via Amman,February 2020,NONE
GC,Amman to Istanbul,January 2020,A320
GC,Tel Aviv to Chicago via Amman,January 2020,NONE
GC,Bangkok to Kuala Lumpur,January 2020,Boeing 787
GC,Amman to Dubai,January 2020,NONE
GC,Moscow to Amman,January 2020,NONE
GC,Dubai  to Montreal via Amman ,January 2020,Boeing 787-8
GC,Bangkok to Kuala Lumpur,December 2019,Boeing 787
GC,Kuala Lumpur to Bangkok,December 2019,Boeing 787-8
GC,Kuala Lumpur to Bangkok,November 2019,Boeing 787-8
GC,Amman to London,November 2019,Boeing 787
GC,Chicago to Cairo via Amman,November 2019,NONE
GC,Chicago to Amman,August 2019,Boeing 787
GC,Amman to Cairo,November 2019,NONE
GC,Aqaba to Larnaca via Amman,November 2019,NONE
GC,Amman to Dubai,September 2019,NONE
GC,Kuwait to Amman,October 2019,NONE
GC,New York to Jeddah via Amman,July 2019,NONE
GC,New York JFK to Amman,August 2019,Boeing 787
GC,Amman to Kuala Lumpur via Bangkok,June 2019,NONE
GC,Amman to Heathrow,August 2019,NONE
GC,Copenhagen to Dubai via Amman,August 2019,A320 / A321
GC,Amman to New York JFK,August 2019,Boeing 787 
GC,Dubai to Copenhagen via Amman,August 2019,A320
GC,Chicago to Tel Aviv via Amman,June 2019,NONE
GC,Riyadh to Amman,July 2019,NONE
GC,Tel Aviv to Amman,May 2019,NONE
GC,Cairo to Amman via Tel aviv,June 2019,A320
DT,Kigali to Doha,June 2023,Boeing 737-800
DT,Kigali to Lagos,May 2023,Boeing 737-800
DT,Doha to Kigali,March 2023,Boeing 737-800
DT,Dubai to Nairobi ,November 2022,NONE
DT,London to Harare via Kigali,February 2023,NONE
DT,Cape Town to London via Kigali,February 2023,NONE
DT,Kigali to Johannesburg,November 2022,NONE
DT,Kigali to Doha,December 2022,Boeing 737-800
DT,Johannesburg to Kigali,December 2022,NONE
DT,Doha to Harare via Kigali,December 2022,NONE
DT,London to Douala via Kigali,December 2022,NONE
DT,London to Johannesburg via Kigali,November 2022,NONE
DT,London to Kigali,July 2022,NONE
DT,Lusaka to Kigali,October 2022,Boeing 737-800
DT,Entebbe to Johannesburg via Kigali,September 2022,NONE
DT,London to Kigali via Brussels,September 2022,NONE
DT,Doha to Lusaka via Kigali,September 2022,Boeing 737
DT,Dubai to Kigali,August 2021,Boeing 737-800
DT,Dubai to Libreville,December 2020,NONE
DT,Nairobi to Kigali via Dubai,December 2020,NONE
DT,Johannesburg to Kilimanjaro via Kigali,December 2020,NONE
DT,Kigali to Dar es Salaam,November 2020,Dash 8
DT,Kigali to Harare,March 2020,NONE
DT,Guangzhou to Johannesburg via Kigali / Lusaka,March 2020,A330
DT,Kigali to London,February 2020,A330
DT,Lusaka to Tel Aviv via Kigali,January 2020,NONE
DT,Nairobi to Kinshasa via Kigali,January 2020,A340
DT,Johannesburg to Lagos via Kigali,December 2019,NONE
DT,Kigali to Nairobi,December 2019,NONE
DT,Cape Town to Tel Aviv via Kigali,December 2019,NONE
DT,Nairobi to Accra via Kigali,December 2019,NONE
DT,Dubai to Douala via Kigali,September 2019,NONE
DT,London to Kinshasa via Kigali,October 2019,NONE
DT,Dubai to Nairobi via Kigali,July 2019,NONE
DT,Dubai to Johannesburg,July 2019,NONE
DT,Johannesburg to Kigali,June 2019,NONE
DT,Johannesburg to Brussels via Kigali,June 2019,NONE
DT,Kigali to Nairobi via Entebbe ,June 2019,Boeing 737-700
DT,Mumbai to Kigali via Entebbe,June 2019,NONE
DT,Addis Ababa to Kigalii,May 2019,NONE
DT,Gatwick to Dar es salaam via Kigali,April 2019,A330-200
DT,Entebbe to Dubai via Kigali,May 2019,NONE
DT,Gatwick to Kigali,August 2018,A330
DT,Mumbai to Kigali via Dar es Salaam,March 2019,NONE
DT,Kigali to Dubai,March 2019,B737-800
DT,"Cape Town to Dubai via Harare, Kigali, Mombosa",February 2019,Boeing 737 and A330
DT,Dubai to Libreville via Kigali,January 2019,NONE
DT,Harare to Gatwick via Kigali,January 2019,NONE
DT,Cape Town to Harare,December 2018,NONE
DT,Dubai to Kigali via Mombasa ,October 2018,A330-200
DT,Nairobi to Johannesburg via Kigali,August 2018,Boeing 737-700/800 / A330
DT,Johannesburg to Abuja via Kigali,August 2018,NONE
DT,Kigali to Lusaka,July 2018,NONE
DT,Cape Town to Harare,July 2018,NONE
DT,Kigali to Lusaka,April 2018,Boeing 737-800
DT,Arusha to Kigali via Dar es Salaam,March 2018,NONE
DT,"Harare, Zimbabwe. to London, UK. via Kigali",January 2018,NONE
DT,Entebbe to London via Kigali,January 2018,A330
DT,Dar es Salaam via Kigali,August 2017,NONE
DT,Kigali to Johannesburg via Lusaka,December 2017,Boeing 737-800NG
DT,Douala to Dubai via Entebbe,August 2017,NONE
DT,Kigali to Dubai,February 2017,NONE
DT,JNB to ACC via KGL,October 2016,NONE
DT,KGL to EBB,August 2016,Q400 / CRJ
DT,KGL to LOS,July 2016,NONE
DT,DXB to KGL,May 2016,NONE
DT,DAR to KGL,July 2015,NONE
DT,KGL to DXB,January 2016,Boeing 737-800
DT,Kigali to Nairobi,July 2015,NONE
DT,Kigali to Johannesburg,October 2015,Boeing 737-700
DT,LBV to JNB via KGL,August 2015,Boeing 737-800
XG,Sofia to Berlin,July 2023,NONE
XG,Shannon to London Gatwick,July 2023,B737
XG,Corfu to Pisa,July 2023,NONE
XG,Berlin to Venice,October 2022,NONE
XG,Lisbon to Newcastle via Dublin,July 2023,NONE
XG,Santorini to Athens,July 2023,NONE
XG,Brussels to Belfast,May 2023,NONE
XG,Dublin to Edinburgh,July 2023,NONE
XG,Bari to Bergamo,July 2023,NONE
XG,Porto to Rome,July 2023,Boeing 737-800
XG,Athens to Santorini,June 2023,NONE
XG,London Stansted to Lisbon,June 2023,NONE
XG,Katowice to Dortmund,July 2023,Boeing 737-800
XG,Newcastle to Fuertaventura,June 2023,Boeing 737-800
XG,Tel Aviv to Charleroi ,June 2023,Boeing 737-800
XG,Vienna to Edinburgh,June 2023,NONE
XG,Dublin to Edinburgh,June 2023,Boeing 737 Max 8
XG,Madrid to Marakkesh,May 2023,NONE
XG,Lisbon to London ,May 2023,NONE
XG,Edinburgh to London Stansted,June 2023,NONE
XG,Edinburgh to Stansted,June 2023,NONE
XG,Venice to Brussels,February 2023,NONE
XG,Alicante to Venice,May 2023,NONE
XG,Stansted to Belfast,May 2023,Boeing 737
XG,Lisbon to Stansted,May 2023,NONE
XG,Ciampino Rome to Manchester,May 2023,NONE
XG,Bologna to Cologne,May 2023,Boeing 737-800
XG,Venice  to Stansted,March 2023,Boeing 737-800
XG,London to Newquay,May 2023,NONE
XG,Krakow to London Stansted,May 2023,NONE
XG,Porto to Bergamo via Bristol,May 2023,NONE
XG,Rome to Athens,May 2023,NONE
XG,Dublin to Bristol,May 2023,NONE
XG,Bristol to Dublin,May 2023,NONE
XG,Dublin to Murcia,May 2023,737 800
XG,Alicante to Dublin,May 2023,Boeing 737
XG,Riga to Newcastle,May 2023,NONE
XG,Tangiers to Rome,May 2023,Boeing 737
XG,Athens to Warsaw,May 2023,NONE
XG,Glasgow to Málaga,May 2023,Boeing 737 Max
XG,Ibiza to Barcelona,May 2023,NONE
XG,Vienna to Tenerife,May 2023,NONE
XG,Marseille to Lisbon,May 2023,Boeing 737 MAX
XG,Faro to Marseille,May 2023,Boeing 737-800
XG,Dortmund to London Stansted,May 2023,Boeing 737-8AS
XG,London Stansted to Dortmund,April 2023,Boeing 737-8AS
XG,Copenhagen to Dublin,April 2023,NONE
XG,Stansted to Athens,April 2023,NONE
XG,Vienna to Banja Luka,April 2023,A320
XG,Frankfurt to Vilnius,April 2023,Boeing 737-800
XG,Milan to Stansted,April 2023,Boeing 737-800
XG,Faro to Stansted,April 2023,NONE
XG,Stansted to Venice,March 2023,NONE
XG,Venice to Stansted,April 2023,NONE
XG,Madeira to Lisbon,April 2023,NONE
XG,Venice to Dublin,April 2023,Boeing 737 MAX 8-200
XG,Berlin to Milan Bergamo,April 2023,Boeing 737-800
XG,Oslo to Stansted,April 2023,Boeing 737
XG,Venice to Naples,April 2023,NONE
XG,Vienna to Copenhagen,April 2023,NONE
XG,Brussels to Catania ,March 2023,NONE
XG,Valencia to Manchester,March 2023,NONE
XG,Zagreb to Malaga,March 2023,A320
XG,Bristol to Cologne,March 2023,NONE
XG,Landvetter to Malaga,March 2023,NONE
XG,Birmingham to Dublin,March 2023,NONE
XG,Stansted to Pisa,March 2023,NONE
XG,Gothenburg  to Gdańsk,March 2023,Boeing 737-800
XG,Lisbon to Madeira,March 2023,Boeing 737
XG,Gothenburg to Barcelona,February 2023,NONE
XG,Dublin to Rome,February 2023,NONE
XG,Bodrum to Dublin ,February 2023,Boeing 737-800
XG,Stansted to Budapest,February 2023,NONE
XG,Seville to Dublin,February 2023,Boeing 737 Max
XG,Tel Aviv to Paphos,January 2023,Boeing 737-800
XG,Tallinn to Dublin,January 2023,NONE
XG,Bologna to Edinburgh,August 2022,Boeing 737
XG,Edinburgh to Fuerteventura,January 2023,Boeing 738
XG,Stansted to Faro,September 2022,NONE
XG,Dublin to Bodrum,January 2023,Boeing 737-800
XG,Biarritz to Brussels,May 2022,NONE
XG,Cardiff to Faro,January 2023,Boeing 737-800
XG,Tel Aviv to Berlin,November 2022,NONE
XG,London to Dublin,December 2022,NONE
XG,Eindhoven to Maastricht ,January 2023,NONE
XG,Santorini to Athens,August 2022,NONE
XG,Lisbon to Funchal,December 2022,Boeing 737-800
XG,Dublin to Gran Canaria,December 2022,Boeing 737 MAX
XG,Krakow to Eindhoven ,December 2022,Boeing 737
XG,Alicante to Stansted,December 2022,Boeing 737
XG,Helsinki to Rīga,December 2022,NONE
XG,Vienna to Riga,September 2022,Boeing 737
XG,London to Wroclaw ,December 2022,NONE
XG,Bristol to Tenerife,August 2022,Boeing 737-800
XG,Birmingham to Dublin,August 2022,NONE
XG,Nis to Stockholm,July 2022,Boeing 737
XG,Lisbon to Milan Bergamo,November 2022,Boeing 737-800
XG,Leeds Bradford to Malaga,November 2022,NONE
XG,Madrid to Faro,November 2022,NONE
XG,Madeira to Lisbon,October 2022,Boeing 737
XD,Incheon to Novosibirsk via Vladivostok,January 2022,A320
XD,London Heathrow to Ufa via Moscow Domodedovo,November 2020,NONE
XD,Petropavlovsk Kamchatsky to Irkutsk,July 2021,NONE
XD,Moscow to Sochi,November 2020,NONE
XD,Alicante to Almaty via Moscow,March 2020,NONE
XD,St Petersburg to Moscow,March 2020,NONE
XD,Osaka to Vladivostok,December 2019,NONE
XD,Tyumen to Moscow,December 2019,NONE
XD,Guangzhou to Moscow,July 2019,NONE
XD,Paphos to Sochi via Moscow,October 2019,Boeing 737-800 / A320
XD,Moscow to Krasnoyarsk,June 2019,NONE
XD,Novosibirsk to Vladivostok via Seoul,October 2018,A320
XD,Novosibirsk to Hong Kong,February 2019,Boeing 737-MAX8
XD,Hong Kong to Novosibirsk,January 2019,Boeing 737-MAX8
XD,Saratov to Moscow,December 2018,NONE
XD,Moscow DME to Dusseldorf,August 2018,NONE
XD,Sochi to Moscow,October 2018,Boeing 737-800
XD,Verona to Samarkand via Moscow,August 2018,NONE
XD,Palma de Mallorca to Moscow,July 2018,A320-200
XD,Dushanbe to Seoul via Novosibirsk,July 2018,NONE
XD,Alicante to St Petersburg,June 2018,NONE
XD,Moscow to Nizhnekams,December 2017,A319
XD,Moscow to Bangkok via Novosibirsk,February 2018,A320
XD,Seoul to Novosibirsk,January 2018,A320 NEO
XD,Mineralnye Vody to Moscow Domodedovo ,September 2017,NONE
XD,Moscow to Mineralnye Vody,September 2017,A320
XD,Moscow to Varna,August 2017,A321
XD,Vladivostock to Seoul Incheon,August 2017,NONE
XD,Moscow to Simferopol,June 2017,Boeing 737
XD,Barcelona to Yekaterinburg,March 2017,NONE
XD,St Petersburg to Sochi via Moscow,June 2017,NONE
XD,Moscow to Vienna,April 2017,A319
XD,Novosibirsk to Beijing,July 2017,NONE
XD,Yekaterinburg to Moscow,June 2017,A319
XD,Yekaterinburg to Munich via Moscow,July 2016,A319 / A320
XD,Moscow to Irkutsk,June 2017,A321
XD,Moscow Domodedovo to Kazan,February 2017,A319
XD,DME to KUF,November 2016,A319 / A320
XD,BKK to IKT,June 2016,A320
XD,UUS to NRT via VVO,June 2015,A320
XD,Hong Kong to Moscow,September 2015,Boeing 737-800
XD,Moscow (DME) to Ulan-Ude,June 2015,A320
XD,Moscow to Yerevan,June 2015,"B767, A320"
DD,Johannesburg to Gaborone,December 2019,NONE
DD,Johannesburg to Bloemfontein,November 2019,NONE
DD,Cape Town to Bloemfontein,November 2019,NONE
DD,Bloemfontein to Johannesburg,October 2019,NONE
DD,Kimberley to OR Tambo,September 2019,NONE
DD,Johannesburg to Bloemfontein ,July 2019,NONE
DD,Johannesburg to Bloemfontein,June 2019,NONE
DD,Bloemfontein to Johannesburg,March 2019,NONE
DD,Johannesburg to Bloemfontein,October 2018,NONE
DD,Durban to Port Elizabeth,March 2018,CRJ700
DD,Johannesburg to George,March 2018,NONE
DD,Cape Town to Pilanesberg,January 2018,NONE
DD,George to Johannesburg,January 2018,NONE
DD,Johannesburg to Kimberley,February 2018,Bombardier Dash 8 400
DD,Johannesburg to Bloemfontein,June 2017,NONE
DD,HRE to DUR,October 2016,NONE
