FLT_ARL_IATA,FLT_ROUTE,FLT_DATE,FLT_AIRCRAFT
LG,Cairo to Berlin via Vienna,October 2022,NONE
LG,Hamburg to Brussels via Vienna,September 2022,A321
LG,Newark to Vienna,August 2022,NONE
LG,Tel Aviv to Copenhagen via Vienna,September 2022,NONE
LG,Vienna to Montreal,August 2022,NONE
LG,Sofia to Amsterdam,September 2022,NONE
LG,Amsterdam to Sofia via Vienna,August 2022,NONE
LG,Paris to Larnaca via Vienna,September 2022,NONE
LG,Vienna to Larnaca,September 2022,NONE
LG,Paris to Cyprus via Vienna,September 2022,NONE
LG,Los Angeles to Vienna,July 2022,Boeing 777-200
LG,Berlin to Munich,August 2022,NONE
LG,Stockholm to Naples via Vienna,August 2022,NONE
LG,Palma de Mallorca to Vienna,August 2022,NONE
LG,Los Angeles to Vienna,August 2022,NONE
LG,Chicago to Tirana via Vienna,August 2022,NONE
LG,New York JFK to Vienna,August 2022,NONE
LG,Brussels to Athens via Vienna,July 2022,NONE
LG,Vienna to Skopje,August 2022,NONE
LG,Split to Warsaw via Vienna,August 2022,NONE
LG,Amman to Stockholm via Vienna,July 2022,NONE
LG,Krakow to Los Angeles via Vienna,July 2022,NONE
LG,Milan Italy to Los Angeles via Vienna Austria,August 2022,NONE
LG,Venice to Dubrovnik,July 2022,NONE
LG,Varna to Copenhagen via Vienna,August 2022,NONE
LG,Manchester to Vienna,July 2022,NONE
LG,Vienna to Amman,July 2022,NONE
LG,Amsterdam to Ho Chi Minh City via Vienna / Bangkok,June 2022,NONE
LG,Krakow to Newark via Vienna,July 2022,Boeing 777
LG,Paris CDG to Vienna,July 2022,NONE
LG,Oslo to Brussels via Vienna,June 2022,NONE
LG,Zagreb to Berlin via Vienna,July 2022,NONE
LG,Dubrovnik to Amsterdam via Vienna,June 2022,A320
LG,Vienna to Chicago,July 2022,NONE
LG,Bangkok to Larnaca via Vienna,July 2022,NONE
LG,Palma de Mallorca to Paris via Vienna,June 2022,A320
LG,New York JFK to Vienna,June 2022,NONE
LG,Amsterdam to Florence via Vienna,June 2022,NONE
LG,Vienna to Montreal,June 2022,Boeing 767
LG,Sarajevo to Berlin via Vienna,June 2022,NONE
LG,Tehran to Geneva via Vienna,June 2022,NONE
LG,Bangkok to Bruxelles via Vienna,June 2022,NONE
LG,Chicago to Florence via Vienna,June 2022,NONE
LG,Thessaloniki to Vienna,June 2022,A320 / A321
LG,Amsterdam to Thessaloniki via Frankfurt,June 2022,NONE
LG,Vienna to Barcelona,May 2022,NONE
LG,Vienna to Los Angeles,May 2022,Boeing 777-200
LG,Tel Aviv-Yafo to Vienna,May 2022,A320
LG,Amsterdam to Sofia via Vienna,May 2022,NONE
NM,New Haven to Orlando ,January 2023,NONE
NM,Orlando to New Haven,May 2023,NONE
NM,Wilmington to Ft. Myers,June 2023,NONE
NM,New Haven to Raleigh,July 2023,NONE
NM,Sarasota to Raleigh Durham,July 2023,NONE
NM,Fort Myers to Raleigh,July 2023,NONE
NM,Orlando to Charolettsville,July 2023,NONE
NM,Wilmington to Charleston,July 2023,Boeing 737
NM,Raleigh to Manchester,July 2023,NONE
NM,Wilmington to Nashville via NewCastle,June 2023,NONE
NM,Eugene to Burbank,June 2023,NONE
NM,Wilmington to Daytona Beach via Atlantic City,June 2023,NONE
NM,Lansing to Orlando,June 2023,NONE
NM,Raleigh to West Palm Beach,June 2023,NONE
NM,Wilmington to Baltimore,June 2023,NONE
NM,Wilmington to Tampa,April 2023,NONE
NM,Charlottesville to Orlando,May 2023,NONE
NM,Wilmington to Fort Myers,June 2023,NONE
NM,Raleigh to Orlando,May 2023,Boeing 737-800
NM,Tampa to Raleigh,May 2023,NONE
NM,Fort Myers to Raleigh,May 2023,NONE
NM,Raleigh to Florida,May 2023,NONE
NM,Colorado Springs to Burbank,May 2023,NONE
NM,Tampa to Raleigh Durham,May 2023,NONE
NM,New Haven to Orlando,October 2022,NONE
NM,Raleigh Durham to Tampa,April 2023,NONE
NM,"Wilmington, NC to New Haven, CT",April 2023,NONE
NM,Orlando to Tweed via New Haven,April 2023,Boeing 737-800
NM,New Haven to Ft Lauderdale,March 2023,NONE
NM,Raleigh to Orlando,April 2023,NONE
NM,Orlando to Wilmington,April 2023,NONE
NM,Eugene to Burbank,April 2023,Boeing 737
NM,New Haven to Myrtle Beach,February 2023,NONE
NM,Orlando to Binghamton,April 2023,NONE
NM,Burbank to Redding,March 2023,NONE
NM,Raleigh Durham to Orlando,March 2023,NONE
NM,Orlando to Kalamazoo,March 2023,Boeing 737
NM,Raleigh to Tampa,March 2023,NONE
NM,Sarasota to New Haven,March 2023,Boeing 737-800
NM,Tweed to West Palm,March 2023,NONE
NM,West Palm Beach to Wilmington,March 2023,Boeing 737-700
NM,Raleigh to Sarasota,March 2023,NONE
NM,New Haven to Orlando,March 2023,NONE
NM,Arcata to Burbank,March 2023,NONE
NM,Tampa to Wilmington,March 2023,NONE
NM,New Haven to Fort Myers,February 2023,NONE
NM,Palm Springs  to Eugene,February 2023,Boeing 737
NM,West Palm Beach to Raleigh Durham,February 2023,Boeing 737-700
NM,Burbank to Santa Rosa,December 2022,NONE
NM,New Haven to Sarasota,February 2023,NONE
NM,Wilmington to Fort Myers,February 2023,Boeing 737-700
NM,Wilmington to New Haven,February 2023,Boeing 737
NM,New Haven to Wilmington,February 2023,Boeing 737
NM,New Haven to Wilmington,January 2023,NONE
NM,Newport News to Fort Lauderdale,January 2023,Boeing 737-800
NM,New Haven to Orlando,January 2023,NONE
NM,Orlando to New Haven,December 2022,NONE
NM,Tampa to New Haven,January 2023,NONE
NM,Kalamazoo to Orlando,January 2023,Boeing 737-800
NM,New Haven to RaleighDurham,January 2023,NONE
NM,West Palm Beach to New Haven,December 2022,Boeing 737
NM,Ft Lauderdale to New Haven ,January 2023,NONE
NM,Orlando to New Haven CT,December 2022,Boeing 737
NM,Orlando to Newport News ,December 2022,Boeing 737
NM,Burbank to Medford,December 2022,NONE
NM,Fort Myers to New Haven,December 2022,NONE
NM,Ft Myers to New Haven,December 2022,Boeing 737
NM,New Haven  to West Palm Beach ,December 2022,NONE
NM,New Haven to Sarasota,December 2022,NONE
NM,Orlando to Newport News,November 2022,NONE
NM,New Haven to Orlando,November 2022,NONE
NM,Ft Myers to New Haven,November 2022,NONE
NM,New Haven to Fort Myers ,November 2022,NONE
NM,New Haven to Fort Myers,November 2022,NONE
NM,Tampa to New Haven,November 2022,Boeing 737
NM,burbank to idaho,November 2022,NONE
NM,Sarasota to New Haven,November 2022,NONE
NM,Newport News/Williamsburg to Orlando,November 2022,NONE
NM,Lexington to Orlando,October 2022,NONE
NM,Charleston to New Haven ,October 2022,NONE
NM,Baltimore to New Haven,October 2022,Boeing 737-700
NM,New haven to Tampa,October 2022,NONE
NM,Redding to Burbank,July 2022,NONE
NM,Eugene to Burbank,October 2022,NONE
NM,New Haven to Myrtle Beach,August 2022,NONE
NM,New Haven to West Palm Beach,September 2022,NONE
NM,New Haven to Charleston ,September 2022,NONE
NM,Las Vegas to Redding,July 2022,NONE
NM,Eugene to Burbank,July 2022,NONE
XX,Barcelona to Lima via Bogota,July 2023,NONE
XX,New York to Bogota,July 2023,NONE
XX,New York JFK to Quito ,July 2023,NONE
XX,Mexico City to San Juan,July 2023,NONE
XX,Bogota to Washington,June 2023,NONE
XX,Miami to Bogota,June 2023,A320
XX,San Jose to New York via San Salvador,June 2023,NONE
XX,Miami to Barranquilla,June 2023,NONE
XX,Guatemala City to Los Angeles,June 2023,NONE
XX,New York to Medellin,June 2023,NONE
XX,Lima to Los Angeles via Bogota,June 2023,NONE
XX,Cancun to San Jose,June 2023,NONE
XX,Sao Paulo to Los Angeles via Bogota,June 2023,NONE
XX,Bogotá to Toronto,June 2023,NONE
XX,Bogota to Toronto,June 2023,NONE
XX,Bogota to Los Ángeles,June 2023,NONE
XX,Mexico to El Salvador,May 2023,NONE
XX,Buenos Aires to Bogotá,May 2023,NONE
XX,Medellin to New York,May 2023,NONE
XX,Charlottetown to Bogota,May 2023,A320
XX,Los Angeles to Costa Rica via El Salvador,March 2023,NONE
XX,Punta Cana to Medellin ,May 2023,NONE
XX,Lima to Toronto,May 2023,NONE
XX,San Jose to Toronto via San Salvador,May 2023,NONE
XX,Miami to Bogota,May 2023,NONE
XX,Miami to Rio via Bogota,May 2023,NONE
XX,Pereira to Washington via Bogota,May 2023,NONE
XX,Toronto to Costa Rica via San Salvador,April 2023,NONE
XX,La Paz to Washington via Bogota,April 2023,NONE
XX,Bogota to JFK New York,April 2023,NONE
XX,Montevideo to Bogota,April 2023,NONE
XX,Bogota to Quito,April 2023,NONE
XX,Medellín to San Salvador via San Jose,April 2023,NONE
XX,Buenos Aires to Washington DC via Bogota,April 2023,NONE
XX,Managua to Washington via Sab Salvador,June 2020,NONE
XX,Salvador to Toronto,April 2023,NONE
XX,Washington to Guatemala,March 2023,NONE
XX,Toronto to San Jose,March 2023,NONE
XX,Bogota to New York,March 2023,NONE
XX,Sao Paulo to New York via Bogota,March 2023,NONE
XX,Mexico to Bogota,March 2023,NONE
XX,Los Angeles to Guatemala,March 2023,NONE
XX,London to Cartagena via Bogota ,November 2022,NONE
XX,Pereira to Bogota,March 2023,A320
XX,Mexico City to San Salvador,March 2023,NONE
XX,London Heathrow to Bogota,February 2023,Boeing 787-8
XX,San Jose to Bogota,February 2023,A320
XX,New York to Bogota,March 2023,NONE
XX,Panama City to Buenos Aires via Bogota,March 2023,NONE
XX,New York to Guayaquil via Bogota,February 2023,NONE
XX,Bogota to Toronto,February 2023,NONE
XX,Medellin to Lima via Bogota,February 2023,A319
XX,Los Angeles to San Jose via San Salvador,February 2023,NONE
XX,Los Angeles to Bogota,February 2023,NONE
XX,Panama to Santiago via Bogota,December 2022,NONE
XX,Toronto to Bogota,February 2023,NONE
XX,New York to Cartagena via Bogota,January 2023,NONE
XX,Mexico City to Bogota,February 2023,A320
XX,Bogota to New York ,January 2023,NONE
XX,Toronto to Lima via Bogota,January 2023,NONE
XX,Bogota to London LHR,January 2023,Boeing 787-8
XX,London to Bucaramanga via Bogota,December 2022,Boeing 787
XX,Bogota to Madrid,January 2023,NONE
XX,"Asunción, PY to JFK New York via Bogota, Colombia",January 2023,NONE
XX,Bogota to San Juan,January 2023,NONE
XX,IAH to SAL,December 2022,NONE
XX,Rio de Janeiro to Quito,January 2023,NONE
XX,Washington to Guatemala,January 2023,NONE
XX,Orlando to Medellin,January 2023,NONE
XX,Bogota to Cucuta,December 2022,NONE
XX,Guatemala to Los Angeles,January 2023,NONE
XX,Guayaquil to New York JFK via Stroudsburg,January 2023,NONE
XX,Cartagena to New York JFK,January 2023,NONE
XX,Bogota to Toronto,January 2023,A320Neo
XX,Medellin to Madrid,December 2022,NONE
XX,Medellin to Manizales,January 2023,NONE
XX,Buenos Aires to Los Angeles via Bogota,January 2023,NONE
XX,Toronto to San Salvador,January 2023,NONE
XX,New York USA to Quito via Bogota,January 2023,NONE
XX,Miami to Sao Paulo via Bogota,January 2023,Boeing 787 / A320
XX,New York JFK to Bogota,January 2023,NONE
XX,Bogotá to New York,January 2023,A320 NEO
XX,Santiago to New York via Bogota,December 2022,NONE
XX,Santiago de Chile to Mexico City via Bogotà,January 2023,NONE
XX,Los Ángeles to Montería via Bogota,January 2023,NONE
XX,Bogota to Miami,January 2023,NONE
XX,Guayaquil to New York,December 2022,NONE
XX,Quito to Buenos Aires,December 2022,NONE
XX,Washington to Sao Paulo via Bogota,December 2022,NONE
XX,Medellin to Miami,December 2022,NONE
XX,Miami to San José,August 2022,NONE
XX,Guatemla to San Francisco,December 2022,NONE
XX,Cartagena to Bogota,December 2022,NONE
XX,Toronto to Bogota,December 2022,A320Neo
XX,Bogota to Puerto Rico,December 2022,NONE
CP,Caracas to Medellín,June 2018,Boeing 737-400
CP,Miami to Caracas,December 2018,NONE
CP,Caracas to Curacao,December 2018,NONE
CP,Barcelona to Miami,November 2017,NONE
CG,Dubai to London via Baku,April 2023,NONE
CG,New York to Baku,January 2022,NONE
CG,London to Baku,July 2021,NONE
CG,London to Baku,July 2020,NONE
CG,London to Baku,June 2020,NONE
CG,Baku to Istanbul,November 2019,A319
CG,Dubai to Baku,November 2019,A319 - A320
CG,Dubai to London via Baku,August 2019,NONE
CG,Moscow to Baku,May 2019,A320
CG,Dubai to London via Baku,April 2019,NONE
CG,Baku to Istanbul,January 2018,Boeing 767
CG,Berlin to Tehran via Baku,April 2018,A321
CG,Baku to London,January 2018,NONE
CG,New York to Tehran via Baku,December 2017,Boeing 787
CG,Baku to Dubai,December 2017,NONE
CG,Tbilisi to New York JFK via Baku ,October 2017,Boeing 787-8
CG,London to Baku,September 2017,NONE
CG,Lviv to Baku,June 2017,A320-200
CG,New York to Dubai via Baku,July 2017,NONE
CG,Kiev to New York via Baku,July 2017,NONE
CG,Moscow to Tbilisi via Baku,April 2017,A320
CG,London Heathrow to Baku,February 2017,Boeing 787
CG,GYD to LHR,November 2016,Boeing 767
CG,DXB to GYD,October 2016,NONE
CG,GYD to AYT,July 2016,A320
CG,GYD to IST,July 2016,NONE
CG,IST to GYD,July 2016,NONE
CG,JFK to TLV via GYD,August 2016,Boeing 787 / 757
CG,TLV to JFK via GYD,July 2016,Boeing 787-8 / 757-200
CG,DXB to LHR via GYD,April 2016,NONE
CG,TBS to GYD,February 2016,NONE
CG,GYD to LHR,December 2015,Boeing 787
CG,İstanbul to Baku,September 2015,Boeing 767-300ER
CG,London to Baku,June 2015,Boeing 787
CG,JFK to TLV via Baku,December 2015,Boeing 787 Dreamliner
CG,JFK toTLV via Baku,September 2015,A340
CG,LHR to GYD,September 2015,Boeing 787
CG,Baku to London,September 2015,Boeing 787
CG,Beijing to London via Baku,August 2015,Boeing 787
CG,Istanbul Sabiha Gokcen to Baku,July 2015,A319
CG,JFK to Tel Aviv via Baku,May 2015,NONE
BI,Düsseldorf to Palma,June 2018,Boeing 767-300
BI,Palma to Dusseldorf,July 2018,Boeing 737-900
HG,Palma to Edinburgh,July 2022,E195
HG,Berlin to London City,May 2022,E190
HG,Palma to Edinburgh,September 2021,Embraer 190
HG,London City to Berlin,December 2019,E190LR
HG,Dusseldorf to London City,October 2019,E170
HG,Edinburgh to London City,October 2019,EMB190
HG,Zurich to London City,October 2018,NONE
HG,London City to Paris Orly,August 2018,E170
HG,London City to Granada,July 2018,E190
HG,London City to Mykonos,June 2018,E190
HG,Edinburgh to London city,May 2018,E190
HG,London City to Palma ,April 2018,Embraer 190
HG,London City to Düsseldorf ,April 2018,E170
HG,Rotterdam to London City,March 2018,E170
HG,Edinburgh to London City,March 2018,E190
HG,Geneva to London City,January 2018,EMB190
HG,Amsterdam to London City,October 2017,E190SR
HG,Manchester to London City,September 2017,E190
HG,TXL to LCY,May 2017,Embraer 190
HG,Edinburgh to Berlin via London City,April 2017,Embraer 190
HG,Edinburgh to London City,March 2017,E170
HG,AMS to LCY,February 2017,Embraer E190
HG,London City to Dublin,February 2017,NONE
HG,Zurich to London City,January 2017,Embraer
HG,LCY to TXL,December 2016,E190
HG,JMK to LCY,August 2016,NONE
HG,GLA to LCY,July 2016,Embraer 170
HG,DUB to LCY,June 2016,Embraer 170
HG,MAD to AMS via LCY,May 2016,Embraer 190
HG,LCY to AMS,April 2016,E190
HG,LCY to GLA,March 2016,E190
HG,EDI to AMS via LCY,February 2016,E190
HG,LCY to MAD,January 2016,Embraer 195
HG,LCY to GVA,October 2015,Embraer 170
HG,EDI to LCY,May 2015,Embraer 190
RY,Khartoum to El Fashir,October 2017,Boeing 737
UX,Nassau to Miami,May 2023,NONE
UX,Orlando to Nassau,January 2023,NONE
UX,Nassau to Great Exuma,December 2022,NONE
UX,Nassau to Ft Lauderdale,August 2022,NONE
UX,Fort Lauderdale to Nassau,September 2022,Boeing 737
UX,Nassau to Miami,November 2021,NONE
UX,Fort Lauderdale to Freeport,June 2020,NONE
UX,Nasssu to Miami,January 2020,NONE
UX,Portland to Nassau via Orlando ,December 2019,NONE
UX,Fort Lauderdale to Nassau,April 2019,NONE
UX,Nassau to Freeport,December 2019,NONE
UX,Freeport to Fort Lauderdale,August 2019,NONE
UX,Orlando to Nassau,November 2018,NONE
UX,Fort Lauderdale to Eleuthera,December 2018,NONE
UX,Freeport to Nassau,February 2019,NONE
UX,Miami to Nassau,November 2018,NONE
UX,Nassau to Miami,January 2019,Boeing 737
UX,Orlando to Nassau,December 2018,NONE
UX,Nassau to Orlando,December 2018,NONE
UX,Nassau to Ft Lauderdale,December 2018,NONE
UX,Nassau to Ft Lauderdale,October 2018,NONE
UX,Orlando to Nassau,September 2018,NONE
UX,Nassau to Fort Lauderdale,August 2018,NONE
UX,Nassau to Orlando,August 2018,NONE
UX,Nassau to Havana,March 2018,NONE
UX,Nassau to Havana,January 2018,NONE
UX,Freeport to Fort Lauderdale,December 2017,NONE
UX,Nassau to Fort Lauderdale,July 2017,Boeing 737
UX,FPO to LGI via MAS,November 2016,NONE
UX,MIA to NAS,September 2016,NONE
UX,NAS to PLS,January 2016,NONE
UX,FPO to NAS,July 2016,NONE
UX,MHH to PBI,April 2016,NONE
UX,FLL to FPO,March 2016,ATR72-600
UX,MIA to NAS,November 2015,NONE
UX,FLL to NAS,February 2016,NONE
UX,FLL to FPO,January 2016,NONE
UX,West Palm Beach to Marsh Harbour,October 2015,NONE
UX,Nassau to Fort Lauderdale,September 2015,Boeing 737
UX,Fort Lauderdale to Nassau,May 2015,Boeing 737-500
UX,Havana to Nasaau,March 2015,NONE
JP,Da Nang to Da Lat,May 2023,NONE
JP,Melbourne to Ho Chi Minh City,April 2023,NONE
JP,Gatwick to Ho Chi Minh,May 2023,NONE
JP,Melbourne to Hanoi,April 2023,Boeing 787-9
JP,Ho Chi Minh to London Gatwick,April 2023,NONE
JP,Ho Chi Minh City to Singapore,March 2023,A321 Neo
JP,Hanoi to Gatwick,February 2023,Boeing 787-9
JP,Singapore to London via Ho Chi Minh City,February 2023,NONE
JP,Vietnam to Melbourne,January 2023,NONE
JP,Sydney to Ho Chi Minh,November 2022,NONE
JP,Hanoi to Hue,November 2022,A321
JP,London Heathrow to Hanoi,August 2022,NONE
JP,Ho Chi Minh City to Hanoi,January 2022,A320
JP,Sydney to Ho Chi Minh,August 2022,NONE
JP,Hanoi to Hue,April 2022,A320
JP,Hanoi to London,June 2022,Boeing 787
JP,Ho Chi Minh to Quy Nhon,March 2021,NONE
JP,Hanoi to Ho Chi Minh City,December 2020,NONE
JP,Hanoi to Ho Chi Minh,August 2020,A321
JP,Ho Chi Minh to Cam Ranh,July 2020,NONE
JP,Hanoi to Nha Trang,January 2020,A321-NEO
JP,Can Tho to Hanoi,February 2020,NONE
JP,Seoul to Da Nang,December 2019,NONE
JP,Phu Quoc to Ho Chi Minh City,March 2020,NONE
JP,Ho Chi Minh City to Hanoi,February 2020,NONE
JP,Hanoi to Phu Quoc,March 2020,NONE
JP,Phu Quoc to Ho Chi Minh City,February 2020,NONE
JP,Ho Chi Minh to Danang,January 2020,A320
JP,HAN to HUI,January 2020,A320-200
JP,Quy Nhon to Hanoi,January 2020,A320-neo
JP,Hanoi to Ho Chi Minh City ,January 2019,A320
JP,Vinh city to Buon Ma Thuat,July 2019,A320
JP,Ho Chi Minh City to Hanoi,July 2019,A320
JP,Hanoi to Danang,October 2019,NONE
JF,Bangkok to Phucket,May 2023,NONE
JF,Bangkok to Ko Samui,April 2023,A319
JF,USM to UTP,April 2023,ATR72-600
JF,Bangkok to Ko Samui,December 2022,NONE
JF,Bangkok to Hat Yai,January 2023,NONE
JF,Bangkok to Ko Samui,January 2023,A320
JF,Chiang Mai to Siem Reap via Bangkok ,January 2023,ATR 72 / A319
JF,Bangkok to Samui,November 2022,A320
JF,Sukhothai to Bangkok,December 2022,ATR
JF,Bangkok to Koh Samui ,October 2022,A319
JF,Bangkok to Krabi,October 2022,A319
JF,Bangkok to Ko Samui,October 2022,NONE
JF,Bangkok to Da Nang,September 2022,A319
JF,Chiang Mai to Bangkok,September 2022,A319
JF,Da Nang to Bangkok,September 2022,A319
JF,Ko Samui to Bangkok,August 2022,A319
JF,Bangkok to Phnom Penh,June 2022,NONE
JF,Bangkok to Krabi,March 2022,A319
JF,Ko Samui to Bangkok,January 2022,NONE
JF,Bangkok to Ko Samui,November 2021,NONE
JF,Bangkok to Koh Samui,October 2020,NONE
JF,Trat to Bangkok,October 2020,ATR72-600
JF,Bangkok to Yangon,February 2020,A320-200
JF,Krabi to Bangkok,April 2020,NONE
JF,Krabi to Bangkok,March 2020,A320
JF,Bangkok to Krabi,March 2020,NONE
JF,Mandalay to Bangkok,March 2020,NONE
JF,Mandalay to Chiang Mai,March 2020,NONE
JF,Phu Quoc to Bangkok,March 2020,NONE
JF,Krabi to Bangkok,February 2020,A320
JF,Phuket to Bangkok,February 2020,A320
JF,Koh samui to Bangkok,February 2020,NONE
JF,Phuket to Bangkok,January 2020,NONE
JF,Bangkok to Mandalay,January 2020,A319
JF,Ko Samui to Bangkok,January 2020,A319
JF,Bangkok to Luang Prabang,December 2019,A319
JF,Koh Samui to Bangkok,November 2019,NONE
JF,Siem Reap to Bangkok,November 2019,A319
JF,Chiang Mai to Bangkok,November 2019,A319
JF,Vientiane to Bangkok,November 2019,NONE
JF,Bangkok to Vientiane,October 2019,NONE
JF,Chiang Mai to Bangkok,October 2019,A320
JF,Bangkok to Chiang Mai,September 2019,A320
JF,Yangon to Bangkok,September 2019,NONE
JF,Phnom Penh to Bangkok,September 2019,NONE
JF,Chiang Mai to Hanoi,August 2019,NONE
JF,Singapore to Koh Samui,August 2019,NONE
JF,Bangkok to Phuket,April 2019,A320
JF,Bangkok to Da Nang ,June 2019,A320
JF,Bangkok to Koh Samui,June 2019,A319
JF,Danang to Bangkok,May 2019,A320
JF,Bangkok to Koh Samui,May 2019,A319
JF,Phnom Penh to Yangon via Bangkok,March 2019,A320 / A319
JF,Bangkok to Male,August 2018,A319
JF,Krabi toBangkok,April 2019,A320
JF,Krabi to Bangkok,April 2019,A 320
JF,Bangkok to Phuket,March 2019,Airbus A320
JF,Bangkok to Ko Samui,December 2018,A319
JF,Mandalay to Chiang Mai,December 2018,AT75
JF,Bangkok to Chiang Mai,March 2019,A320
JF,Ko Samui to Bangkok,March 2019,A319
JF,Chiang Mai to Koh Samui,March 2019,A319
JF,Chiang Mai to Bangkok,March 2019,NONE
JF,Phu Quoc to Bangkok,March 2019,ATR72-600
JF,Bangkok to Sukhothai,February 2019,NONE
JF,Yangon to Phuket via Bangkok,February 2019,A319
JF,Mandalay to Suvarnabhumi,February 2019,NONE
JF,Bangkok to Phnom Penh,January 2019,A320
JF,Chiang Rai to Mandalay via Bangkok,December 2018,NONE
JF,Ko Samui to Bangkok,December 2018,A319
JF,Trat to Bangkok,December 2018,ATR
JF,Krabi to Bangkok,November 2018,A320
JF,Yangon to Bangkok,November 2018,A319
JF,Bangkok to Phnom Penh,November 2018,A319
JF,Chiang Mai to Koh Samui,September 2018,NONE
JF,Phuket to Koh Samui,November 2018,ATR 72-600
JF,Hanoi to Chiang Mai,September 2018,NONE
JF,Mandalay to Bangkok,June 2018,NONE
JF,Chiang Mai to Bangkok,April 2018,NONE
JF,Bangkok to Chiang Mai,May 2018,A319
JF,Bangkok to Koh Samui,March 2018,NONE
JF,Bangkok to Chiang Mai,April 2018,NONE
JF,Siem Reap to Bangkok Suvarnabhumi,February 2018,NONE
JF,Mandalay to Bangkok,February 2018,A320
JF,Vientiane to Mumbai via Bangkok,February 2018,NONE
JF,Phnom Penh to Bangkok,January 2018,NONE
JF,Chiang Mai to Bangkok,November 2017,A319
JF,Krabi to Bangkok,December 2017,A320
JF,Bangkok to Koh Samui,January 2017,NONE
JF,Yangon to Bangkok,December 2017,A320
JF,Danang to Yangon via Bangkok,December 2017,"A320, A319"
JF,Bangkok to Male,November 2017,A319
JF,Siem Reap to Bangkok,November 2017,A320-232
JF,Koh Samui to Bangkok,October 2017,ATR-72
JF,Phuket to Ko Samui,August 2017,NONE
JF,Bangkok to Phuket,September 2017,A320
JF,Chiang Mai to Bangkok,December 2016,NONE
JF,Chiang Mai to Bangkok Suvarnabhumi,August 2017,A319-100
EV,Phnom Penh to Siem Reap,January 2018,Boeing 737
EV,Phnom Penh to Siem Reap,October 2017,A320
EV,Phnom Penh to Siem Reap,April 2017,NONE
EV,Phnom Penh to Macau,February 2017,NONE
EV,REP to PNH,July 2016,A320
EV,PNH to REP,February 2016,A321
EV,PNH to REP,May 2016,A320
EV,PNH to REP,March 2016,NONE
VU,Delhi to Bail via Kuala Lumpur,July 2023,NONE
VU,Delhi to Kuala Lumpur,July 2023,NONE
VU,Kuala Lumpur to Singapore ,July 2023,Boeing 737
VU,Singapore to Indonesia,July 2023,NONE
VU,Singapore to Jakarta,July 2023,NONE
VU,Perth to Kuala Lumpur,June 2023,NONE
VU,Kuala Lumpur to Penang,June 2023,NONE
VU,Kula Lumpur to Johor,June 2023,NONE
VU,Brisbane to Denpasar Bali,June 2023,NONE
VU,Perth to Kathmandu via Denpasar,June 2023,NONE
VU,Kuala Lumpur to Bali,May 2023,NONE
VU,Yogyakarta to Jakarta ,April 2023,Boeing 737-800NG
VU,Kota Kinabalu to Kuala Lumpur,April 2023,NONE
VU,Sydney to Bali,April 2023,Boeing 737-800
VU,Singapore to Yogyakarta,April 2023,Boeing 737
VU,Bali to Sydney,April 2023,NONE
VU,Kuala Lumpur to Tiruchirappalli ,March 2023,Boeing 737-800
VU,Brisbane to Bali,July 2022,NONE
VU,Kuala Lumpur to Singapore,February 2023,NONE
VU,Kuala Lumpur to Langkawi,February 2023,Boeing 737
VU,Bangalore to Denpasar via Kuala Lampur,February 2023,Boeing 737
VU,New Delhi to Denpasar Bali via Kuala Lumpur,January 2023,NONE
VU,Kuala Lumpur to Tokyo,January 2023,Boeing 737-800
VU,Denpasar to Melbourne,January 2023,NONE
VU,Bali to Perth,January 2023,A320
VU,Mumbai to Kuala Lumpur,December 2022,NONE
VU,Semarang to Jakarta,December 2022,NONE
VU,Lahore to Perth via Kuala Lumpur,December 2022,Boeing 737
VU,Denpasar to Labuan Bajo,December 2022,NONE
VU,Jakarta to Perth via Bali,November 2022,NONE
VU,Melbourne to Denpasar,October 2022,NONE
VU,Melbourne to Kathmandu via Denpasar / Kuala lampur,November 2022,NONE
VU,Jakarta to Kuala Lumpur,October 2022,NONE
VU,Brisbane to Denpasar,October 2022,Boeing 737
VU,Amritsar to Perth via Kuala Lumpur,September 2022,NONE
VU,Bali to Kuala Lumpur,September 2022,Boeing 737
VU,Solo to Jakarta,September 2022,NONE
VU,Bali to Kuala lumpur,August 2022,NONE
VU,Kuala Lumpur to Mumbai ,September 2022,NONE
VU,Bangkok to Kuala Lumpur,July 2022,Boeing 737 - 800
VU,Manado to Jakarta Soekarno-Hatta,May 2022,Boeing 737-800
VU,Denpasar to Jakarta,May 2022,NONE
VU,Denpasar to Jakarta,March 2022,NONE
VU,Bali to Komodo,April 2020,NONE
VU,Perth to Denpasar,May 2020,NONE
VU,Taipei to Jakarta,March 2020,NONE
VU,Makassar to Surabaya,October 2019,A320-200
VU,Denpasar to Jakarta,February 2020,Boeing 737-900ER
VU,Sorong to Jakarta,February 2020,NONE
VU,Bali to Perth,January 2020,Boeing 737-900ER
VU,Jakarta to Lombok,December 2019,A320 / Boeing 737-900ER
VU,Manokwari to Surabaya via Makassar,December 2019,NONE
VU,Jakarta to Denpasar,December 2019,Boeing 737-900ER
VU,Kupang to Jakarta,September 2019,A320
VU,Jakarta to Surabaya,July 2019,NONE
VU,Jakarta to Singapore ,October 2019,A320
VU,Makassar to Jakarta,October 2018,NONE
VU,Surabaya to Makassar,July 2019,A320-200
VU,Jambi to Bali via Jakarta,June 2019,Boeing 737
